Block,ExperimentName,ExperimentNumber,AEZ,Treatment,topChoice,yieldAre,profit,cobSize,germinationRate
6,Maize variety (low-mid altitude varieties),42,Cyangugu,PAN4M21,1,56,18996.7,274.5098039,96
6,Maize variety (low-mid altitude varieties),42,Cyangugu,SC529,0,37.7866736,12628.25576,257.4257426,95
7,Maize variety (low-mid altitude varieties),42,Cyangugu,WH505,1,36,11955.72214,230.7692308,96
7,Maize variety (low-mid altitude varieties),42,Cyangugu,RHM104,1,43.0628544,14458.10599,210.5263158,98
7,Maize variety (low-mid altitude varieties),42,Cyangugu,PAN4M21,0,44,14782.01056,192.9824561,96
7,Maize variety (low-mid altitude varieties),42,Cyangugu,SC529,0,23.2533376,7523.898978,170.212766,96
7,Maize variety (low-mid altitude varieties),42,Cyangugu,ZM607,0,28.1866704,9299.179348,194.4444444,93
8,Maize variety (low-mid altitude varieties),42,Cyangugu,RHM104,1,43.0628544,14455.65904,142.8571429,98
8,Maize variety (low-mid altitude varieties),42,Cyangugu,PAN4M21,1,64,21826.16,278.2608696,89
8,Maize variety (low-mid altitude varieties),42,Cyangugu,SC529,0,29.066672,9234.6152,206.185567,92
8,Maize variety (low-mid altitude varieties),42,Cyangugu,ZM607,1,52.3466736,17770.16576,228.0701754,92
8,Maize variety (low-mid altitude varieties),42,Cyangugu,WH505,1,64,21787.6,340.4255319,98
9,Maize variety (low-mid altitude varieties),42,Cyangugu,PAN4M21,1,66,22481.94,277.3109244,92
9,Maize variety (low-mid altitude varieties),42,Cyangugu,SC529,0,37.7866736,12615.89576,298.8505747,90
9,Maize variety (low-mid altitude varieties),42,Cyangugu,ZM607,0,48.3200064,16338.54224,279.0697674,88
9,Maize variety (low-mid altitude varieties),42,Cyangugu,WH505,1,60,20383.38,352.9411765,90
9,Maize variety (low-mid altitude varieties),42,Cyangugu,RHM104,1,35.885712,11932.2592,250,98
10,Maize variety (low-mid altitude varieties),42,Cyangugu,SC529,0,34.8800064,11614.78224,315.7894737,96
10,Maize variety (low-mid altitude varieties),42,Cyangugu,ZM607,0,28.1866704,9277.48464,208.9552239,91
10,Maize variety (low-mid altitude varieties),42,Cyangugu,WH505,1,28,9204.88,194.4444444,91
10,Maize variety (low-mid altitude varieties),42,Cyangugu,RHM104,0,32.2971408,10716.93928,219.5121951,94
10,Maize variety (low-mid altitude varieties),42,Cyangugu,PAN4M21,1,44,14810.44,217.8217822,98
11,Maize variety (low-mid altitude varieties),42,Cyangugu,ZM607,1,58.3866744,19846.06033,263.6363636,82
11,Maize variety (low-mid altitude varieties),42,Cyangugu,WH505,1,60,20382.19288,315.7894737,94
11,Maize variety (low-mid altitude varieties),42,Cyangugu,RHM104,0,50.2399968,16941.94206,266.6666667,92
11,Maize variety (low-mid altitude varieties),42,Cyangugu,PAN4M21,1,50,16884.89396,225.2252252,93
11,Maize variety (low-mid altitude varieties),42,Cyangugu,SC529,0,30.5200056,10093.96675,221.0526316,93
12,Maize variety (low-mid altitude varieties),42,Cyangugu,WH505,1,52,17566.14142,240.7407407,92
12,Maize variety (low-mid altitude varieties),42,Cyangugu,RHM104,1,50.2399968,16965.31787,301.0752688,92
12,Maize variety (low-mid altitude varieties),42,Cyangugu,PAN4M21,0,60,20380.83907,250,88
12,Maize variety (low-mid altitude varieties),42,Cyangugu,SC529,0,26.1600048,8542.039914,193.5483871,81
12,Maize variety (low-mid altitude varieties),42,Cyangugu,ZM607,0,36.2400048,12112.55311,360,76
13,Maize variety (low-mid altitude varieties),42,Cyangugu,RHM104,1,35.885712,11913.2792,217.3913043,92
13,Maize variety (low-mid altitude varieties),42,Cyangugu,PAN4M21,1,40,13345.46,194.1747573,92
13,Maize variety (low-mid altitude varieties),42,Cyangugu,SC529,1,31.9733392,10536.88872,258.8235294,93
13,Maize variety (low-mid altitude varieties),42,Cyangugu,ZM607,0,38.2533384,12788.85844,240.5063291,89
13,Maize variety (low-mid altitude varieties),42,Cyangugu,WH505,1,56,18945.64,301.0752688,94
14,Maize variety (low-mid altitude varieties),42,Cyangugu,PAN4M21,1,36,12009.84985,176.4705882,92
14,Maize variety (low-mid altitude varieties),42,Cyangugu,SC529,0,20.3466704,6507.020326,189.1891892,81
14,Maize variety (low-mid altitude varieties),42,Cyangugu,ZM607,0,28.1866704,9229.500306,148.9361702,81
14,Maize variety (low-mid altitude varieties),42,Cyangugu,WH505,1,16,4903.041216,126.984127,62
14,Maize variety (low-mid altitude varieties),42,Cyangugu,RHM104,1,10.7657136,3077.903722,139.5348837,81
15,Maize variety (low-mid altitude varieties),42,Cyangugu,SC529,0,24.7066712,7934.710486,170,92
15,Maize variety (low-mid altitude varieties),42,Cyangugu,ZM607,0,24.1600032,7735.062206,181.8181818,88
15,Maize variety (low-mid altitude varieties),42,Cyangugu,WH505,1,28,9079.140271,218.75,91
15,Maize variety (low-mid altitude varieties),42,Cyangugu,RHM104,1,25.1199984,8012.248309,162.7906977,90
15,Maize variety (low-mid altitude varieties),42,Cyangugu,PAN4M21,1,34,11164.75113,154.5454545,92
1,Maize variety,55,Congo Nile,Pool9A,1,31.2,6630.7,250,93
1,Maize variety,55,Congo Nile,H629,1,45.01960784,9847.649412,209.5808383,95
1,Maize variety,55,Congo Nile,ZM607,0,29.92,6390.09,247.1910112,94
2,Maize variety,55,Congo Nile,ZM607,0,28.56,6096.1,269.2307692,79
2,Maize variety,55,Congo Nile,Pool9A,1,29.952,6355.572,252.6315789,93
3,Maize variety,55,Congo Nile,ZM607,0,17.68,3575.128951,224.137931,70
3,Maize variety,55,Congo Nile,Pool9A,1,24.96,5197,317.4603175,89
3,Maize variety,55,Congo Nile,H629,1,30.176,6418.976,310.8108108,84
4,Maize variety,55,Congo Nile,Pool9A,1,34.944,7495.020349,282.8282828,83
4,Maize variety,55,Congo Nile,H629,1,41.984,9152.748444,326.5306122,83
4,Maize variety,55,Congo Nile,ZM607,0,27.2,5782.406349,327.8688525,81
5,Maize variety,55,Congo Nile,H629,1,68.224,15219.064,400,87
5,Maize variety,55,Congo Nile,ZM607,0,31.28,6746.41,280.4878049,84
5,Maize variety,55,Congo Nile,Pool9A,1,43.68,9516.2,312.5,89
6,Maize variety,55,Congo Nile,ZM607,1,13.6,2651.04,156.25,90
6,Maize variety,55,Congo Nile,Pool9A,1,14.976,2904.996,171.4285714,88
6,Maize variety,55,Congo Nile,H629,NA,10.496,1889.136,131.147541,91
7,Maize variety,55,Congo Nile,Pool9A,1,13.728,2630.089079,148.6486486,92
7,Maize variety,55,Congo Nile,H629,1,15.744,3115.485379,164.3835616,89
7,Maize variety,55,Congo Nile,ZM607,0,6.8,1079.141658,71.42857143,94
8,Maize variety,55,Congo Nile,H629,1,26.24,5539.211144,240.9638554,91
8,Maize variety,55,Congo Nile,ZM607,0,13.6,2656.963184,172.4137931,87
8,Maize variety,55,Congo Nile,Pool9A,0,12.23529412,2293.676324,204.0816327,88
9,Maize variety,55,Congo Nile,ZM607,0,1.36,-184.98,111.1111111,72
9,Maize variety,55,Congo Nile,Pool9A,0,2.496,18.856,200,76
9,Maize variety,55,Congo Nile,H629,1,10.496,1884.256,228.5714286,69
10,Maize variety,55,Congo Nile,Pool9A,1,27.456,5804.72406,217.8217822,94
10,Maize variety,55,Congo Nile,H629,1,28.864,6144.957134,213.592233,92
10,Maize variety,55,Congo Nile,ZM607,1,27.2,5796.085572,246.9135802,95
11,Maize variety,55,Congo Nile,H629,1,18.368,3719.941333,250,91
11,Maize variety,55,Congo Nile,ZM607,1,20.4,4218.655556,194.8051948,89
11,Maize variety,55,Congo Nile,Pool9A,NA,23.712,4931.627556,228.9156627,92
12,Maize variety,55,Congo Nile,ZM607,1,29.92,6408.883636,309.8591549,66
12,Maize variety,55,Congo Nile,Pool9A,0,24.96,5199.828182,273.9726027,82
12,Maize variety,55,Congo Nile,H629,1,38.58823529,8358.90508,303.030303,66
13,Maize variety,55,Congo Nile,Pool9A,0,19.968,4079.062545,285.7142857,75
13,Maize variety,55,Congo Nile,H629,1,32.15686275,6911.008021,320.5128205,76
13,Maize variety,55,Congo Nile,ZM607,1,21.76,4545.219091,262.295082,74
14,Maize variety,55,Congo Nile,H629,1,39.36,8584.822474,400,77
15,Maize variety,55,Congo Nile,ZM607,0,19.04,3938.618109,218.75,71
15,Maize variety,55,Congo Nile,Pool9A,1,22.464,4679.671562,268.6567164,76
15,Maize variety,55,Congo Nile,H629,1,20.992,4364.773891,271.1864407,78
1,Maize variety,67,Lake Kivu,Pool9A,1,31.114284,6056.529484,172.4137931,95
1,Maize variety,67,Lake Kivu,H629,1,23.2453,4389.378981,206.3492063,94
1,Maize variety,67,Lake Kivu,ZM607,1,22.2441128,4225.668791,158.5365854,90
2,Maize variety,67,Lake Kivu,H629,1,42.9144,8571.353059,240,91
2,Maize variety,67,Lake Kivu,ZM607,0,35.9327976,7127.908111,210,88
2,Maize variety,67,Lake Kivu,Pool9A,1,51.85714,10462.72234,206.6115702,92
3,Maize variety,67,Lake Kivu,ZM607,0,39.3549688,7856.648758,216.9811321,90
3,Maize variety,67,Lake Kivu,Pool9A,1,45.6342832,9120.607372,229.1666667,93
3,Maize variety,67,Lake Kivu,H629,1,35.762,7036.800949,281.6901408,90
4,Maize variety,67,Lake Kivu,Pool9A,1,29.0399984,5602.671174,175,92
4,Maize variety,67,Lake Kivu,H629,1,30.3977,5906.30606,236.1111111,93
4,Maize variety,67,Lake Kivu,ZM607,1,18.8219416,3489.911945,192.9824561,90
5,Maize variety,67,Lake Kivu,H629,1,28.6096,5499.5448,266.6666667,94
5,Maize variety,67,Lake Kivu,ZM607,0,15.3997704,2739.351095,163.6363636,86
5,Maize variety,67,Lake Kivu,Pool9A,1,29.0399984,5577.844659,218.75,91
6,Maize variety,67,Lake Kivu,ZM607,0,22.2441128,4219.134888,191.1764706,89
6,Maize variety,67,Lake Kivu,Pool9A,1,58.0799968,11792.13822,250,91
6,Maize variety,67,Lake Kivu,H629,1,60.7954,12384.80482,317.7570093,92
7,Maize variety,67,Lake Kivu,Pool9A,0,20.742856,3803.729494,181.8181818,91
7,Maize variety,67,Lake Kivu,H629,1,17.881,3204.410576,172.4137931,93
7,Maize variety,67,Lake Kivu,ZM607,1,17.110856,3100.626314,222.2222222,86
8,Maize variety,65,Lake Kivu,H629,1,32.1858,6297.7754,246.5753425,90
8,Maize variety,65,Lake Kivu,ZM607,0,25.666284,4964.418492,182.9268293,83
8,Maize variety,65,Lake Kivu,Pool9A,1,47.7085688,9591.725154,216.9811321,90
9,Maize variety,65,Lake Kivu,Pool9A,1,24.8914272,4742.473994,190.4761905,78
9,Maize variety,65,Lake Kivu,H629,1,37.5501,7440.3713,304.3478261,90
9,Maize variety,65,Lake Kivu,ZM607,0,18.8219416,3487.573561,180.3278689,91
10,Maize variety,65,Lake Kivu,Pool9A,1,18.6685704,3400.510758,176.4705882,89
10,Maize variety,65,Lake Kivu,H629,0,17.881,3242.021421,222.2222222,92
10,Maize variety,65,Lake Kivu,ZM607,1,20.5330272,3872.692688,187.5,81
11,Maize variety,65,Lake Kivu,H629,1,28.6096,5492.264553,228.5714286,89
11,Maize variety,65,Lake Kivu,ZM607,0,18.8219416,3464.406894,154.9295775,88
11,Maize variety,65,Lake Kivu,Pool9A,1,26.9657128,5135.57337,164.556962,90
12,Maize variety,67,Lake Kivu,ZM607,1,23.9551984,4568.266783,237.2881356,89
12,Maize variety,67,Lake Kivu,Pool9A,1,31.114284,6027.199635,250,90
12,Maize variety,67,Lake Kivu,H629,1,17.881,3219.938714,161.2903226,78
14,Maize variety,65,Lake Kivu,H629,NA,0,-560.5231388,NA,92
14,Maize variety,65,Lake Kivu,ZM607,NA,0,-501.5694165,NA,89
14,Maize variety,65,Lake Kivu,Pool9A,NA,0,-563.7424547,NA,93
15,Maize variety,65,Lake Kivu,ZM607,NA,0,-528.652793,NA,93
15,Maize variety,65,Lake Kivu,Pool9A,NA,0,-594.4797371,NA,91
15,Maize variety,65,Lake Kivu,H629,NA,0,-578.8170865,NA,87
2,Maize variety (low-mid altitude varieties),57,Lake Kivu,WH505,1,8.381,625.3,202.3809524,86
2,Maize variety (low-mid altitude varieties),57,Lake Kivu,RHM104,0,7.3012352,448.432928,181.8181818,90
2,Maize variety (low-mid altitude varieties),57,Lake Kivu,PAN4M21,1,9.5167224,760.901136,195.6521739,90
2,Maize variety (low-mid altitude varieties),57,Lake Kivu,SC529,0,9.1278644,717.701016,217.9487179,89
2,Maize variety (low-mid altitude varieties),57,Lake Kivu,ZM607,1,17.110856,1870.99984,147.0588235,87
3,Maize variety (low-mid altitude varieties),57,Lake Kivu,RHM104,NA,0,-610.9281437,NA,88
3,Maize variety (low-mid altitude varieties),57,Lake Kivu,PAN4M21,NA,0,-585.3293413,NA,96
3,Maize variety (low-mid altitude varieties),57,Lake Kivu,SC529,NA,0,-623.253493,NA,86
3,Maize variety (low-mid altitude varieties),57,Lake Kivu,ZM607,NA,0,-575.3992016,NA,89
3,Maize variety (low-mid altitude varieties),57,Lake Kivu,WH505,NA,0,-619.6606786,NA,88
4,Maize variety (low-mid altitude varieties),57,Lake Kivu,PAN4M21,NA,0,-527.4038462,NA,75
4,Maize variety (low-mid altitude varieties),57,Lake Kivu,SC529,NA,0,-554.4070513,NA,70
4,Maize variety (low-mid altitude varieties),57,Lake Kivu,ZM607,NA,0,-530.6290064,NA,80
4,Maize variety (low-mid altitude varieties),57,Lake Kivu,WH505,NA,0,-565.3445513,NA,82
4,Maize variety (low-mid altitude varieties),57,Lake Kivu,RHM104,NA,0,-564.5032051,NA,82
5,Maize variety (low-mid altitude varieties),57,Lake Kivu,RHM104,0,21.9037056,2486.598624,333.3333333,89
5,Maize variety (low-mid altitude varieties),57,Lake Kivu,PAN4M21,1,28.5501672,3444.98748,341.7721519,90
6,Maize variety (low-mid altitude varieties),57,Lake Kivu,ZM607,1,17.110856,1859.04484,196.0784314,88
6,Maize variety (low-mid altitude varieties),57,Lake Kivu,WH505,1,7.888,511.32,250,86
6,Maize variety (low-mid altitude varieties),57,Lake Kivu,RHM104,0,8.2138896,571.219544,333.3333333,86
7,Maize variety (low-mid altitude varieties),57,Lake Kivu,WH505,1,42.398,5347.7,421.5686275,100
7,Maize variety (low-mid altitude varieties),57,Lake Kivu,RHM104,0,31.942904,3885.54656,402.2988506,98
7,Maize variety (low-mid altitude varieties),57,Lake Kivu,PAN4M21,1,46.5261984,5971.887776,372.8813559,94
7,Maize variety (low-mid altitude varieties),57,Lake Kivu,SC529,1,33.2898584,4086.800176,322.9166667,95
7,Maize variety (low-mid altitude varieties),57,Lake Kivu,ZM607,0,47.9103968,6176.275552,345.6790123,89
8,Maize variety (low-mid altitude varieties),57,Lake Kivu,RHM104,1,15.5151248,1603.184086,226.6666667,85
8,Maize variety (low-mid altitude varieties),57,Lake Kivu,PAN4M21,1,21.148272,2407.808698,243.902439,90
8,Maize variety (low-mid altitude varieties),57,Lake Kivu,SC529,0,16.107996,1666.797399,267.8571429,95
8,Maize variety (low-mid altitude varieties),57,Lake Kivu,ZM607,0,17.110856,1869.31418,217.3913043,88
8,Maize variety (low-mid altitude varieties),57,Lake Kivu,WH505,1,16.762,1761.905189,200,98
9,Maize variety (low-mid altitude varieties),57,Lake Kivu,PAN4M21,1,26.43534,3128.160387,247.5247525,99
9,Maize variety (low-mid altitude varieties),57,Lake Kivu,SC529,1,21.477328,2438.034711,317.4603175,95
9,Maize variety (low-mid altitude varieties),57,Lake Kivu,ZM607,0,34.221712,4286.384335,476.1904762,87
9,Maize variety (low-mid altitude varieties),57,Lake Kivu,WH505,1,23.664,2733.21974,480,86
9,Maize variety (low-mid altitude varieties),57,Lake Kivu,RHM104,0,14.6024704,1479.171031,551.7241379,96
10,Maize variety (low-mid altitude varieties),57,Lake Kivu,SC529,1,44.0285224,5565.967088,383.1775701,86
10,Maize variety (low-mid altitude varieties),57,Lake Kivu,ZM607,0,47.9103968,6147.188967,329.4117647,80
10,Maize variety (low-mid altitude varieties),57,Lake Kivu,WH505,1,49.3,6268.666667,442.4778761,95
10,Maize variety (low-mid altitude varieties),57,Lake Kivu,RHM104,1,30.1175952,3610.663572,392.8571429,95
10,Maize variety (low-mid altitude varieties),57,Lake Kivu,PAN4M21,1,34.8946488,4325.788073,305.5555556,90
11,Maize variety (low-mid altitude varieties),57,Lake Kivu,ZM607,1,20.5330272,2317.521244,184.6153846,86
11,Maize variety (low-mid altitude varieties),57,Lake Kivu,WH505,1,17.748,1898.309744,285.7142857,83
11,Maize variety (low-mid altitude varieties),57,Lake Kivu,RHM104,1,8.2138896,550.8676209,243.2432432,86
11,Maize variety (low-mid altitude varieties),57,Lake Kivu,PAN4M21,1,11.6315496,1068.801559,244.4444444,90
11,Maize variety (low-mid altitude varieties),57,Lake Kivu,SC529,1,10.738664,903.8232164,263.1578947,89
12,Maize variety (low-mid altitude varieties),57,Lake Kivu,WH505,NA,15.776,1609.0063,484.8484848,62
12,Maize variety (low-mid altitude varieties),57,Lake Kivu,RHM104,NA,10.0391984,814.3400349,366.6666667,81
12,Maize variety (low-mid altitude varieties),57,Lake Kivu,PAN4M21,NA,24.3205128,2847.423685,370.9677419,85
12,Maize variety (low-mid altitude varieties),57,Lake Kivu,SC529,NA,18.2557288,1977.556204,346.9387755,75
12,Maize variety (low-mid altitude varieties),57,Lake Kivu,ZM607,NA,27.3773696,3279.891166,280.7017544,86
13,Maize variety (low-mid altitude varieties),57,Lake Kivu,RHM104,1,14.6024704,1462.709492,213.3333333,90
13,Maize variety (low-mid altitude varieties),57,Lake Kivu,PAN4M21,1,24.3205128,2845.30361,214.953271,95
13,Maize variety (low-mid altitude varieties),57,Lake Kivu,SC529,0,12.8863968,1212.959188,206.8965517,92
13,Maize variety (low-mid altitude varieties),57,Lake Kivu,ZM607,0,18.8219416,2079.946824,174.6031746,88
13,Maize variety (low-mid altitude varieties),57,Lake Kivu,WH505,1,15.776,1631.003636,246.1538462,85
14,Maize variety (low-mid altitude varieties),57,Lake Kivu,PAN4M21,NA,0,-520.44,NA,88
14,Maize variety (low-mid altitude varieties),57,Lake Kivu,SC529,NA,0,-558.8,NA,89
14,Maize variety (low-mid altitude varieties),57,Lake Kivu,ZM607,NA,0,-511.62,NA,88
14,Maize variety (low-mid altitude varieties),57,Lake Kivu,WH505,NA,0,-559.76,NA,92
14,Maize variety (low-mid altitude varieties),57,Lake Kivu,RHM104,NA,0,-560.68,NA,88
15,Maize variety (low-mid altitude varieties),57,Lake Kivu,SC529,0,18.2557288,1950.812012,220.7792208,88
15,Maize variety (low-mid altitude varieties),57,Lake Kivu,ZM607,0,25.666284,3030.892035,333.3333333,88
15,Maize variety (low-mid altitude varieties),57,Lake Kivu,WH505,0,17.748,1870.747944,260.8695652,90
15,Maize variety (low-mid altitude varieties),57,Lake Kivu,RHM104,1,17.3404336,1819.07787,231.7073171,89
15,Maize variety (low-mid altitude varieties),57,Lake Kivu,PAN4M21,1,22.2056856,2540.981613,253.0120482,80
3,Maize variety (low-mid altitude varieties),52,Central Plateau,RHM104,1,0,-416.7173913,281.25,87
3,Maize variety (low-mid altitude varieties),52,Central Plateau,PAN4M21,1,14.99924603,2977.779339,222.2222222,94
3,Maize variety (low-mid altitude varieties),52,Central Plateau,SC529,0,0,-589.1521739,228.5714286,90
3,Maize variety (low-mid altitude varieties),52,Central Plateau,ZM607,0,10.65551667,1971.198591,304.3478261,88
3,Maize variety (low-mid altitude varieties),52,Central Plateau,WH505,1,0,-582.3043478,268.2926829,87
4,Maize variety (low-mid altitude varieties),52,Central Plateau,PAN4M21,1,37.7981,8376.065405,568.1818182,92
4,Maize variety (low-mid altitude varieties),52,Central Plateau,SC529,0,30.199928,6554.403715,564.1025641,90
4,Maize variety (low-mid altitude varieties),52,Central Plateau,ZM607,1,36.8254656,8143.061797,500,90
4,Maize variety (low-mid altitude varieties),52,Central Plateau,WH505,1,40.228608,8901.500658,400,87
4,Maize variety (low-mid altitude varieties),52,Central Plateau,RHM104,0,32.5028272,7074.573122,27.479092,88
5,Maize variety (low-mid altitude varieties),52,Central Plateau,SC529,0,27.45448,5867.7228,266.6666667,86
5,Maize variety (low-mid altitude varieties),52,Central Plateau,ZM607,0,30.687888,6677.19368,277.7777778,88
5,Maize variety (low-mid altitude varieties),52,Central Plateau,WH505,1,38.791872,8538.62992,346.1538462,89
5,Maize variety (low-mid altitude varieties),52,Central Plateau,RHM104,1,33.9159936,7378.338496,358.2089552,84
5,Maize variety (low-mid altitude varieties),52,Central Plateau,PAN4M21,1,37.7981,8345.6135,347.2222222,91
7,Maize variety (low-mid altitude varieties),52,Central Plateau,WH505,1,18.52933333,3739.693333,351.3513514,88
7,Maize variety (low-mid altitude varieties),52,Central Plateau,RHM104,0,12.61755714,2321.125929,230.7692308,89
7,Maize variety (low-mid altitude varieties),52,Central Plateau,PAN4M21,1,22.49886905,4717.609226,333.3333333,91
7,Maize variety (low-mid altitude varieties),52,Central Plateau,SC529,1,16.34195238,3211.70881,324.3243243,91
7,Maize variety (low-mid altitude varieties),52,Central Plateau,ZM607,0,10.65551667,1938.496417,241.3793103,90